City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Florianopolis,BR,-27.6146,-48.5012,69.69,63,0,5.75,clear sky
465,Haines Junction,CA,60.7522,-137.5108,35.55,69,78,2.3,broken clouds
466,Channel-Port Aux Basques,CA,47.5702,-59.1367,40.91,90,94,7.94,overcast clouds
467,Grand Gaube,MU,-20.0064,57.6608,77.4,76,46,3,scattered clouds
468,Chara,RU,56.9064,118.2631,33.69,84,100,4.21,light snow
469,Balagansk,RU,54.0103,103.0544,51.06,81,100,1.95,overcast clouds
470,Mantua,IT,45.1667,10.7833,71.1,44,100,1.01,overcast clouds
471,Westport,US,41.1415,-73.3579,62.37,29,0,11.5,clear sky
472,Aojiang,CN,22.9421,116.0359,71.71,87,100,11.05,light rain
473,Suntar,RU,62.1444,117.6319,36.34,98,100,8.1,light rain
474,Chabahar,IR,25.2919,60.643,87.13,64,56,19.22,broken clouds
475,Abu Kamal,SY,34.4506,40.9171,83.26,28,83,27.02,light rain
476,Fengxian,CN,34.7039,116.5872,51.85,47,100,5.12,overcast clouds
477,Homer,US,59.6425,-151.5483,42.69,70,100,18.41,overcast clouds
478,Hobyo,SO,5.3505,48.5268,85.05,70,73,13.53,broken clouds
479,Port Hardy,CA,50.6996,-127.4199,50.18,76,75,8.05,broken clouds
480,Chirongui,YT,-12.9319,45.1483,82.33,78,16,8.48,light rain
481,Isla Vista,US,34.4133,-119.861,80.29,52,0,3.44,clear sky
482,Sakakah,SA,29.9697,40.2064,98.17,9,38,22.48,scattered clouds
483,Maamba,ZM,-17.3667,27.15,67.8,49,1,3.36,clear sky
484,Baghdad,IQ,33.3406,44.4009,87.19,22,0,7.67,clear sky
485,Koson,UZ,39.0375,65.585,80.92,22,81,8.39,broken clouds
486,Rognan,NO,67.0953,15.3878,39.76,62,100,3.83,overcast clouds
487,Pacific Grove,US,36.6177,-121.9166,59.9,85,40,14,scattered clouds
488,Camana,PE,-16.6228,-72.7111,71.06,68,68,9.6,broken clouds
489,Cabiraoan,PH,18.3238,122.086,79.18,84,78,6.8,broken clouds
490,Formosa,AR,-26.1775,-58.1781,76.98,65,20,2.3,few clouds
491,Revelstoke,CA,50.9832,-118.2023,46.42,57,75,4.61,broken clouds
492,Nuuk,GL,64.1835,-51.7216,25.41,63,40,15.01,scattered clouds
493,Kupang,ID,-10.1667,123.5833,77.88,86,82,7.16,broken clouds
494,Luderitz,NA,-26.6481,15.1594,61,67,0,18.59,clear sky
495,Elizabethtown,US,37.694,-85.8591,76.77,59,0,12.66,clear sky
496,Andros Town,BS,24.7,-77.7667,82.36,56,1,14.97,clear sky
497,Roald,NO,62.5833,6.1333,50.92,81,75,6.91,broken clouds
498,Hammelburg,DE,50.1167,9.9,55.06,94,100,5.61,light rain
499,Tweed,CA,44.4751,-77.3162,57.06,30,0,6.4,clear sky
500,Scarborough,GB,54.2797,-0.4044,59.65,65,100,11.01,overcast clouds
501,Mezen,RU,65.8522,44.24,23.85,90,96,3.87,overcast clouds
502,Tiznit,MA,29.5833,-9.5,76.01,28,0,11.61,clear sky
503,Shalinskoye,RU,55.7228,93.7594,54.36,67,65,8.39,broken clouds
504,Pudozh,RU,61.8099,36.5345,30.67,92,94,6.26,light snow
505,Benidorm,ES,38.5382,-0.131,79.59,56,94,5.01,overcast clouds
506,Bara,NG,10.3744,10.7288,100.99,21,81,6.22,broken clouds
507,Plettenberg Bay,ZA,-34.0527,23.3716,59.43,80,2,5.82,clear sky
508,Turan,VN,16.0678,108.2208,80.58,89,40,1.14,scattered clouds
509,Smithers,CA,54.7804,-127.1743,44.92,57,75,3.44,broken clouds
510,Devgarh,IN,25.5333,73.9,89.17,20,0,4.65,clear sky
511,Bereda,ES,43.2686,-7.5406,75.15,61,26,6.55,scattered clouds
512,Labrea,BR,-7.2586,-64.7981,93.47,45,74,3.51,broken clouds
513,Laguna,US,38.421,-121.4238,70.97,59,0,6.91,clear sky
514,Roebourne,AU,-20.7833,117.1333,77.45,46,84,15.28,broken clouds
515,Boyabat,TR,41.4689,34.7667,58.64,76,100,5.21,overcast clouds
516,Barreirinhas,BR,-2.7469,-42.8264,85.3,69,35,5.21,scattered clouds
517,Verkhnyaya Maksakovka,RU,61.635,50.9674,35.62,69,75,4.47,broken clouds
518,Yerbogachen,RU,61.2767,108.0108,34.36,95,100,5.3,overcast clouds
519,Sobolevo,RU,54.4299,31.8996,41.85,65,84,3.91,broken clouds
520,Kavaratti,IN,10.5669,72.642,85.75,71,88,11.88,overcast clouds
521,Zeya,RU,53.75,127.2667,30.02,55,66,4.94,broken clouds
522,Northam,GB,51.0333,-4.2167,54.66,59,100,7.58,overcast clouds
523,Calvinia,ZA,-31.4707,19.776,58.71,41,1,5.55,clear sky
524,Pacifica,US,37.6138,-122.4869,66.18,77,40,18.41,scattered clouds
525,Yar-Sale,RU,66.8333,70.8333,17.85,88,79,8.95,broken clouds
526,Rorvik,NO,64.8621,11.2373,40.05,75,90,2.21,overcast clouds
527,Pangai,TO,-19.8,-174.35,80.8,81,100,13.44,light rain
528,Neuquen,AR,-38.9516,-68.0591,55.29,44,0,9.22,clear sky
529,Marabba,SD,12.35,32.1833,100.76,6,2,8.93,clear sky
530,Ures,MX,29.4333,-110.4,84.22,10,47,3.49,scattered clouds
531,Senanga,ZM,-16.1167,23.2667,68.65,41,0,5.06,clear sky
532,Raga,SS,8.4596,25.678,94.71,23,95,3.78,overcast clouds
533,Bilibino,RU,68.0546,166.4372,-4.45,100,87,4.27,overcast clouds
534,Ferreira Do Alentejo,PT,38.05,-8.0333,80.19,34,20,3.44,few clouds
535,Arenillas,ES,41.3471,-2.8462,64.99,41,100,16.13,overcast clouds
536,Puerto Berrio,CO,6.4916,-74.4033,88.52,58,99,2.3,overcast clouds
537,Mandalgovi,MN,45.7625,106.2708,46.89,32,39,7.9,scattered clouds
538,Moi,NO,58.4567,6.5518,48.38,49,96,6.4,overcast clouds
539,Manicore,BR,-5.8092,-61.3003,87.84,61,65,3.31,broken clouds
540,Keti Bandar,PK,24.1447,67.4497,84.54,76,0,20.24,clear sky
541,Alta Floresta,BR,-9.8756,-56.0861,96.62,41,40,8.05,scattered clouds
542,Vetlanda,SE,57.4289,15.0776,49.89,69,100,2.77,overcast clouds
543,Mvomero,TZ,-6.25,38.6667,75.94,81,89,3.4,overcast clouds
544,San Jeronimo,PE,-11.9472,-75.2829,58.5,51,37,3.65,scattered clouds
545,Mahajanga,MG,-15.7167,46.3167,80.47,73,5,8.55,clear sky
546,Whyalla,AU,-33.0333,137.5833,48.09,93,0,5.75,clear sky
547,Salta,AR,-24.7859,-65.4117,61.39,72,100,6.91,overcast clouds
548,Rupea,RO,46.0333,25.2167,60.73,67,38,5.59,scattered clouds
549,High Rock,BS,26.6208,-78.2833,80.62,83,93,7.81,overcast clouds
550,Vorta,RO,46.0167,22.6833,56.82,68,23,2.84,few clouds
551,Umba,RU,66.6871,34.3429,31.42,77,84,5.82,broken clouds
552,Banjar,ID,-8.19,114.9675,77.4,86,29,5.17,scattered clouds
553,Road Town,VG,18.4167,-64.6167,78.89,94,75,10.36,moderate rain
554,Colac,AU,-38.3333,143.5833,53.83,89,27,10.09,scattered clouds
555,Yulara,AU,-25.2406,130.9889,60.64,72,75,12.66,broken clouds
556,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,17.27,scattered clouds
557,Port-Cartier,CA,50.0334,-66.8654,46.74,82,99,10.65,light rain
558,Itoman,JP,26.1247,127.6694,71.62,73,100,5.75,overcast clouds
559,Saint-Francois,FR,46.4154,3.9054,64.67,42,0,14.97,clear sky
560,Russellville,US,35.2784,-93.1338,72.99,74,100,6.91,overcast clouds
561,Matamoros,MX,25.5333,-103.25,80.71,22,0,0,clear sky
562,Osinki,RU,52.8432,49.5132,49.14,70,83,6.71,broken clouds
563,La Palma,US,33.8464,-118.0467,74.91,67,20,3.44,haze
564,Chupaca,PE,-12.0667,-75.2833,59.7,49,34,2.64,scattered clouds
565,Hofn,IS,64.2539,-15.2082,48.04,79,12,14.25,few clouds
566,Valparaiso,CL,-33.0393,-71.6273,71.83,40,0,11.5,clear sky
567,Jiayuguan,CN,39.8167,98.3,47.07,26,53,4.25,broken clouds
568,Cockburn Town,TC,21.4612,-71.1419,80.56,57,75,18.41,broken clouds
569,Ust-Ilimsk,RU,58.0006,102.6619,46.08,96,100,5.39,overcast clouds
570,Borogontsy,RU,62.6683,131.1683,21.16,95,27,3.83,scattered clouds
571,Dhing,IN,26.4667,92.4667,71.69,82,61,6.29,broken clouds
572,Champerico,GT,14.3,-91.9167,86.54,61,41,6.69,scattered clouds
573,Yarmouth,US,41.7057,-70.2286,54.14,61,20,16.11,few clouds
574,Kenitra,MA,34.261,-6.5802,72.36,39,0,15.86,clear sky
575,Petatlan,MX,17.5167,-101.2667,82.2,36,24,6.38,few clouds
576,Linxia,CN,35.6003,103.2064,39.54,76,100,4.74,overcast clouds
577,Zmeinogorsk,RU,51.1567,82.195,59.67,36,97,6.91,overcast clouds
578,West Des Moines,US,41.572,-93.7453,60.94,76,75,20.71,broken clouds
579,Kysyl-Syr,RU,63.8986,122.7617,34.72,79,100,12.01,overcast clouds
580,Monte Alegre,BR,-2.0078,-54.0692,81.14,77,89,3.53,overcast clouds
581,Launceston,AU,-41.45,147.1667,57.79,93,75,18.41,broken clouds
582,Centralia,US,46.7162,-122.9543,52.95,81,100,3.6,overcast clouds
583,Fort Nelson,CA,58.8053,-122.7002,33.39,69,20,0,few clouds
584,Lagoa,PT,39.05,-27.9833,61.29,86,3,12.64,clear sky
585,Rezekne,LV,56.5,27.3167,43.47,52,38,3.91,scattered clouds
586,Qiongshan,CN,20.0058,110.3542,76.98,94,0,4.47,clear sky
587,Itagi,BR,-14.1628,-40.0061,81.82,61,64,5.06,broken clouds
588,Port Keats,AU,-14.25,129.55,79.75,79,28,4.74,scattered clouds
589,Gubkinskiy,RU,64.434,76.5026,24.89,89,66,15.32,broken clouds
590,Cururupu,BR,-1.8283,-44.8683,82.92,76,100,4.72,moderate rain
591,Mattru,SL,7.6244,-11.8332,87.44,60,96,6.55,light rain
592,Dalvik,IS,65.9702,-18.5286,55.33,58,86,12.93,overcast clouds
593,Luau,AO,-10.7073,22.2247,69.49,67,95,3.11,overcast clouds
594,Araouane,ML,18.9048,-3.5265,99.66,6,20,13.85,few clouds
595,Fukue,JP,32.6881,128.8419,59.74,72,100,17.05,overcast clouds
596,Vostok,RU,46.4856,135.8833,35.42,98,100,2.71,light rain
597,Dordrecht,NL,51.81,4.6736,55.92,69,88,3,overcast clouds
598,Nunkini,MX,20.3333,-90.1833,93.42,41,22,6.08,few clouds
599,Nyurba,RU,63.2842,118.3319,35.82,98,100,10.04,overcast clouds
600,Lalibela,ET,12.0333,39.0333,66.52,56,29,9.84,scattered clouds
601,Blacklick Estates,US,39.9051,-82.8643,61.39,60,100,9.22,overcast clouds
602,Jefferson City,US,38.5767,-92.1735,68.65,77,100,4.61,overcast clouds
603,Severo-Yeniseyskiy,RU,60.3725,93.0408,30.79,97,100,3.38,overcast clouds
604,Kasongo-Lunda,CD,-6.4667,16.8167,73.22,92,100,1.36,light rain
605,Bosaso,SO,11.2842,49.1816,85.05,70,58,3.18,broken clouds
606,Sorong,ID,-0.8833,131.25,79.84,84,100,5.46,light rain
607,Christchurch,NZ,-43.5333,172.6333,52,86,9,2.3,clear sky
608,Nagorsk,RU,59.3172,50.8078,33.75,98,100,5.84,light snow
609,Quang Ngai,VN,15.1167,108.8,76.28,93,79,3.69,broken clouds
610,Oranjemund,NA,-28.55,16.4333,57.2,86,0,15.84,clear sky
611,Port-Gentil,GA,-0.7193,8.7815,84.16,74,20,4.61,few clouds
612,Kachiry,KZ,53.0675,76.1036,65.08,47,88,15.03,overcast clouds
613,Ribeira Brava,PT,32.65,-17.0667,76.71,55,0,0.92,clear sky
614,Pangody,RU,65.85,74.4859,19.56,90,79,6.89,broken clouds
615,Ocos,GT,14.5094,-92.1933,87.98,66,40,6.76,scattered clouds
616,Tungor,RU,53.3808,142.9564,29.66,98,100,6.62,overcast clouds
617,Longonjo,AO,-12.9067,15.2533,66.67,62,56,4.18,broken clouds
618,Pokosnoye,RU,55.5258,101.0536,51.6,86,89,4.16,overcast clouds
619,Walvis Bay,NA,-22.9575,14.5053,67.15,59,0,9.22,clear sky
620,Belyy Yar,RU,53.6039,91.3903,57.85,41,41,2.24,scattered clouds
621,Aklavik,CA,68.2191,-135.0107,33.8,69,20,5.75,few clouds
622,Redmond,US,47.674,-122.1215,51.93,87,100,1.99,moderate rain
623,Atherton,GB,53.5237,-2.4935,57.34,66,100,1.99,overcast clouds
624,Bambari,CF,5.768,20.6757,81.75,62,90,2.39,overcast clouds
625,Denpasar,ID,-8.65,115.2167,80.26,94,20,3.44,few clouds
626,Farmington,US,36.7281,-108.2187,60.78,20,0,8.05,clear sky
627,La Paz,BO,-16.5,-68.15,62.58,44,40,6.91,scattered clouds
628,Noyakert,AM,39.8312,44.669,68.34,48,100,4.97,light rain
629,Shakiso,ET,5.75,38.9167,60.15,96,70,2.57,light rain
630,Pueblo,US,38.2545,-104.6091,64.42,25,0,4.61,clear sky
631,Barcelona,ES,41.3888,2.159,68.9,70,20,9.22,light rain
632,Hami,CN,42.8,93.45,62.69,15,0,7.05,clear sky
633,Basoko,CD,1.2391,23.616,73.24,94,90,4.99,moderate rain
634,Dawlatabad,AF,36.4141,64.9053,84.09,26,72,6.24,broken clouds
635,Taywarah,AF,33.35,64.4167,62.24,23,53,2.17,broken clouds
636,Evensk,RU,61.95,159.2333,29.12,70,20,9.48,few clouds
637,Katobu,ID,-4.9408,122.5276,75.78,94,95,3.38,overcast clouds
638,Pontivy,FR,48,-3,60.28,69,100,10.02,overcast clouds
639,Guapo,BR,-16.8306,-49.5319,86.38,24,0,7.7,clear sky
640,Nova Soure,BR,-11.2333,-38.4833,82.45,61,100,10.87,overcast clouds
641,Brae,GB,60.3964,-1.353,46.65,69,98,10.65,overcast clouds
642,Baruun-Urt,MN,46.6806,113.2792,44.53,77,98,9.8,overcast clouds
643,Punta Cardon,VE,11.6581,-70.215,86.95,60,100,12.53,overcast clouds
644,Half Moon Bay,US,37.4636,-122.4286,65.61,73,20,18.41,few clouds
645,Utete,TZ,-7.986,38.758,73.33,93,68,4.54,broken clouds
646,Seoul,KR,37.5683,126.9778,47.8,81,0,3.44,mist
647,Katherine,AU,-14.4667,132.2667,86.32,39,100,4.61,overcast clouds
648,Hanzhong,CN,33.0728,107.0303,53.24,49,100,1.99,overcast clouds
649,Ban Nahin,LA,18.2418,104.2122,78.17,86,84,2.37,broken clouds
650,Nha Trang,VN,12.25,109.1833,77,89,96,4.43,overcast clouds
651,Kingaroy,AU,-26.5333,151.8333,62.64,100,100,0,fog
652,Guiyang,CN,26.5833,106.7167,50.49,87,100,8.95,overcast clouds
653,Santa Isabel,BR,-23.3156,-46.2214,72.36,95,100,4.63,overcast clouds
654,Kudahuvadhoo,MV,2.6708,72.8944,85.75,69,100,15.12,overcast clouds
655,Mouila,GA,-1.8685,11.0559,77.02,87,100,1.5,overcast clouds
656,Bagn,NO,60.8225,9.5521,51.08,64,100,4.99,overcast clouds
657,Pangnirtung,CA,66.1451,-65.7125,21.2,63,100,3.44,light snow
658,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,10.36,clear sky
659,Moncton,CA,46.1159,-64.8019,37.89,93,100,18.41,snow
660,Chillicothe,US,39.3331,-82.9824,54.84,92,100,4,overcast clouds
661,Mumford,GH,5.2618,-0.759,83.16,73,92,10.58,overcast clouds
662,Codajas,BR,-3.8367,-62.0569,81.21,77,88,3.69,overcast clouds
663,Zhezkazgan,KZ,47.8043,67.7144,69.8,30,53,3.67,broken clouds
664,Kiruna,SE,67.8557,20.2251,29.32,64,100,11.5,overcast clouds
665,Mana,GF,5.6592,-53.7767,83.77,64,45,11.7,scattered clouds
666,Kindu,CD,-2.95,25.95,76.53,74,95,2.1,overcast clouds
667,Riverton,US,40.5219,-111.9391,59.5,31,0,10.36,clear sky
668,Bahia Blanca,AR,-38.7196,-62.2724,60.87,32,19,12.1,few clouds
669,Pilar,BR,-9.5972,-35.9567,84.13,59,99,10.04,overcast clouds
670,Flin Flon,CA,54.7682,-101.865,46.24,66,75,0,broken clouds
671,Abilene,US,32.4487,-99.7331,76.08,24,0,19.57,clear sky
672,Awjilah,LY,29.1081,21.2869,85.96,15,3,7.2,clear sky
673,Nome,US,64.5011,-165.4064,41.16,56,100,8.05,overcast clouds
674,Noumea,NC,-22.2763,166.4572,71.58,87,68,9.57,broken clouds
675,Dongsheng,CN,39.8161,109.9776,42.8,26,0,9.84,clear sky
676,Yaan,NG,7.3833,8.5667,93.74,39,92,7.83,overcast clouds
677,La Ronge,CA,55.1001,-105.2842,35.82,86,100,8.05,overcast clouds
678,Mangan,IN,27.5167,88.5333,69.69,82,100,0.85,overcast clouds
679,Lerwick,GB,60.1545,-1.1494,44.6,71,99,12.48,overcast clouds
680,Maceio,BR,-9.6658,-35.7353,85.44,58,75,12.66,broken clouds
681,Coracao De Jesus,BR,-16.6853,-44.365,86.88,21,0,6.44,clear sky
682,Pirgos,GR,35.1167,25.7178,63.34,70,1,10.29,clear sky
683,Chumikan,RU,54.7183,135.315,28.6,89,100,3.49,overcast clouds
684,Marawi,PH,7.9986,124.2928,68.4,93,99,1.3,overcast clouds
685,Matay,EG,28.419,30.7792,85.68,14,0,16.53,clear sky
686,Morondava,MG,-20.2833,44.2833,77.38,65,0,9.84,clear sky
687,Tahoua,NE,14.8888,5.2692,105.78,6,0,8.05,clear sky
688,Sao Desiderio,BR,-12.3633,-44.9733,90.99,27,4,4.65,clear sky
689,Santiago De Cuba,CU,20.0247,-75.8219,80.71,65,20,5.75,few clouds
690,Middle Island,US,40.8843,-72.9373,62.46,28,0,17.27,clear sky
691,Charters Towers,AU,-20.1,146.2667,69.48,80,66,7.49,broken clouds
692,Gondar,ET,12.6,37.4667,75.51,16,55,8.7,broken clouds
693,Bac Lieu,VN,9.285,105.7244,82.63,77,98,7.56,overcast clouds
694,Buraydah,SA,26.326,43.975,90.05,26,0,8.28,clear sky
695,High Level,CA,58.5169,-117.136,33.91,69,100,9.22,overcast clouds
696,Oga,IT,46.4631,10.347,46.94,93,100,4.52,overcast clouds
